County,Year,State,Region,Economic Type,Urban or Rural,% Children in Poverty,% Excessive Drinking,High School Graduation Rate,Hospital Overuse,% Low Birth Weight,Median Family Income,Mentally Unhealthy Days,% Receiving Diabetes Monitoring,Teen Birth Rate,% Unemployed
Millard,2016-01-01,Utah,West,Nonspecialized,Rural,18,10,90,39,8,60725,3.4,78,35,3.5
Morgan,2016-01-01,Utah,West,Nonspecialized,Urban,5,12,93,25,6,85742,2.9,89,10,3.4
Piute,2016-01-01,Utah,West,Farming,Rural,34,8,,,,42750,3.9,86,,6.7
Rich,2016-01-01,Utah,West,Recreation,Rural,14,11,,58,4,59018,3.4,76,18,3.7
Salt Lake,2016-01-01,Utah,West,Nonspecialized,Urban,15,14,78,31,7,75066,3.5,86,34,3.7
San Juan,2016-01-01,Utah,West,Mining,Rural,31,10,81,66,7,50676,4.6,80,41,7.5
Sanpete,2016-01-01,Utah,West,Federal/State Government,Rural,20,11,82,46,7,56560,3.4,83,17,4.5
Sevier,2016-01-01,Utah,West,Nonspecialized,Rural,17,11,81,45,9,56191,3.4,76,39,4.5
Summit,2016-01-01,Utah,West,Recreation,Rural,8,18,88,21,9,103350,2.7,85,20,3.4
Tooele,2016-01-01,Utah,West,Federal/State Government,Urban,11,13,91,48,8,69832,3.3,84,36,4.7
Uintah,2016-01-01,Utah,West,Mining,Rural,11,13,71,48,8,72156,3.4,77,52,3.5
Utah,2016-01-01,Utah,West,Nonspecialized,Urban,11,9,85,28,6,70500,3.1,87,17,3.5
Wasatch,2016-01-01,Utah,West,Recreation,Rural,10,13,90,27,6,78812,3.3,84,27,3.7
Washington,2016-01-01,Utah,West,Recreation,Urban,18,10,86,29,6,59962,3.4,84,26,4.3
Wayne,2016-01-01,Utah,West,Federal/State Government,Rural,23,10,,,9,53750,3.4,79,,9.4
Weber,2016-01-01,Utah,West,Federal/State Government,Urban,15,12,80,25,8,68727,3.5,86,42,4.3
Addison,2016-01-01,Vermont,Northeast,Nonspecialized,Rural,13,22,89,57,6,73264,3.1,88,9,3.9
Bennington,2016-01-01,Vermont,Northeast,Recreation,Rural,19,19,80,62,7,63017,3.7,88,24,4.8
Caledonia,2016-01-01,Vermont,Northeast,Nonspecialized,Rural,19,19,88,44,6,60141,3.5,88,21,5
Chittenden,2016-01-01,Vermont,Northeast,Nonspecialized,Urban,11,24,89,33,7,89039,3.1,91,9,3.1
Essex,2016-01-01,Vermont,Northeast,Federal/State Government,Rural,26,18,,43,8,48316,3.9,92,25,6.8
Franklin,2016-01-01,Vermont,Northeast,Nonspecialized,Urban,14,21,85,52,7,72249,3.5,90,27,4.1
Grand Isle,2016-01-01,Vermont,Northeast,Recreation,Urban,14,22,,41,7,73379,3.4,89,27,4.7
Lamoille,2016-01-01,Vermont,Northeast,Recreation,Rural,16,21,90,38,5,67566,3.4,91,21,5.2
Orange,2016-01-01,Vermont,Northeast,Recreation,Rural,18,19,81,48,7,67105,3.6,92,20,3.9
Orleans,2016-01-01,Vermont,Northeast,Recreation,Rural,23,18,87,51,8,55101,3.7,89,33,6.4
Rutland,2016-01-01,Vermont,Northeast,Recreation,Rural,19,19,89,51,6,64536,3.4,87,22,4.9
Washington,2016-01-01,Vermont,Northeast,Federal/State Government,Rural,14,20,91,44,6,74036,3.1,94,19,4
Windham,2016-01-01,Vermont,Northeast,Recreation,Rural,18,20,80,39,6,64131,3.5,89,25,4.2
Windsor,2016-01-01,Vermont,Northeast,Recreation,Rural,16,18,86,51,7,71608,3.3,89,22,3.7
Accomack,2016-01-01,Virginia,South,Maufacturing,Rural,31,14,83,46,10,48841,3.8,89,54,6.5
Albemarle,2016-01-01,Virginia,South,Federal/State Government,Urban,10,18,,37,7,89300,3,88,11,4.4
Alleghany,2016-01-01,Virginia,South,Maufacturing,Rural,22,15,80,84,8,61418,3.4,85,40,6
Amelia,2016-01-01,Virginia,South,Nonspecialized,Urban,19,15,88,50,6,68538,3.3,87,38,5.3
Amherst,2016-01-01,Virginia,South,Federal/State Government,Urban,21,15,83,45,7,58404,3.3,89,30,5.4
Appomattox,2016-01-01,Virginia,South,Nonspecialized,Urban,22,15,78,57,9,62479,3.5,86,37,5.7
Arlington,2016-01-01,Virginia,South,Federal/State Government,Urban,11,21,84,28,7,147164,2.8,86,18,3.2
Augusta,2016-01-01,Virginia,South,Nonspecialized,Urban,14,18,89,48,7,64437,3.3,87,29,4.7
Bath,2016-01-01,Virginia,South,Recreation,Rural,16,15,83,121,8,57795,3.4,86,22,4.4
Bedford,2016-01-01,Virginia,South,Nonspecialized,Urban,14,17,,41,7,70859,3,87,22,5.1
Bland,2016-01-01,Virginia,South,Maufacturing,Rural,17,17,93,77,10,60483,3.1,87,34,6
Botetourt,2016-01-01,Virginia,South,Nonspecialized,Urban,11,17,91,44,7,71662,3,88,15,4.8
Brunswick,2016-01-01,Virginia,South,Nonspecialized,Rural,32,13,78,78,11,52653,3.6,87,42,8.2
Buchanan,2016-01-01,Virginia,South,Mining,Rural,31,14,83,135,10,40211,3.8,86,48,10.4
Buckingham,2016-01-01,Virginia,South,Federal/State Government,Urban,27,15,88,62,9,52199,3.6,92,37,6.6
Campbell,2016-01-01,Virginia,South,Nonspecialized,Urban,19,15,85,46,7,58920,3.5,87,30,5.3
Caroline,2016-01-01,Virginia,South,Federal/State Government,Urban,17,16,78,46,9,66998,3.3,84,42,6.1
Carroll,2016-01-01,Virginia,South,Nonspecialized,Rural,25,15,87,60,7,48180,3.6,88,42,6.8
Charles City,2016-01-01,Virginia,South,Nonspecialized,Urban,19,13,83,50,9,65848,3.5,91,19,5.8
Charlotte,2016-01-01,Virginia,South,Nonspecialized,Rural,30,14,78,57,12,42815,3.6,89,44,6.7
Chesterfield,2016-01-01,Virginia,South,Nonspecialized,Urban,11,16,88,42,8,86074,2.9,88,18,5.1
Clarke,2016-01-01,Virginia,South,Nonspecialized,Urban,11,18,93,57,8,91969,3,91,19,4.3
Craig,2016-01-01,Virginia,South,Recreation,Urban,21,16,,61,10,66046,3.3,89,36,6.3
Culpeper,2016-01-01,Virginia,South,Nonspecialized,Urban,15,17,88,49,8,76188,3.1,89,34,5
Cumberland,2016-01-01,Virginia,South,Nonspecialized,Rural,29,14,83,48,11,55258,3.7,84,26,6.1
Dickenson,2016-01-01,Virginia,South,Mining,Rural,27,16,83,111,9,42115,3.6,86,53,9.9
Dinwiddie,2016-01-01,Virginia,South,Nonspecialized,Urban,18,15,74,71,9,58856,3.4,84,27,6.4
Essex,2016-01-01,Virginia,South,Recreation,Rural,25,14,78,38,12,55445,3.6,88,38,6.4
Fairfax,2016-01-01,Virginia,South,Nonspecialized,Urban,9,17,86,33,7,132190,2.5,86,13,4.1
Fauquier,2016-01-01,Virginia,South,Nonspecialized,Urban,9,17,89,62,6,109373,3,88,20,4.5
Floyd,2016-01-01,Virginia,South,Farming,Urban,20,15,88,38,8,57019,3.2,90,30,4.6
Fluvanna,2016-01-01,Virginia,South,Nonspecialized,Urban,11,17,90,35,7,77138,3.2,86,19,4.3
Franklin,2016-01-01,Virginia,South,Nonspecialized,Urban,24,16,82,46,9,60035,3.4,92,33,5.3
Frederick,2016-01-01,Virginia,South,Nonspecialized,Urban,12,17,,71,7,79362,3,88,31,4.7
Giles,2016-01-01,Virginia,South,Maufacturing,Urban,18,16,79,54,10,55238,3.3,81,43,6
Gloucester,2016-01-01,Virginia,South,Nonspecialized,Urban,15,18,84,47,8,75261,3,90,24,4.8
Goochland,2016-01-01,Virginia,South,Nonspecialized,Urban,10,17,88,40,7,96111,2.9,89,12,4.7
Grayson,2016-01-01,Virginia,South,Farming,Rural,29,14,83,64,8,42877,3.7,88,42,7.7
Greene,2016-01-01,Virginia,South,Nonspecialized,Urban,14,18,93,38,8,70946,3.2,87,26,4.4
Greensville,2016-01-01,Virginia,South,Maufacturing,Rural,27,14,,113,13,50237,3.5,83,82,6.7
Halifax,2016-01-01,Virginia,South,Nonspecialized,Rural,25,13,86,38,11,52504,3.8,88,45,7.8
Hanover,2016-01-01,Virginia,South,Nonspecialized,Urban,8,18,92,36,8,95168,2.9,89,14,4.5
Henrico,2016-01-01,Virginia,South,Nonspecialized,Urban,17,16,85,40,9,80400,3.2,86,23,5.1
Henry,2016-01-01,Virginia,South,Nonspecialized,Rural,31,13,83,72,10,43980,3.8,87,47,7.7
Highland,2016-01-01,Virginia,South,Nonspecialized,Rural,22,14,,53,,57656,3.4,89,,3.8
Isle of Wight,2016-01-01,Virginia,South,Maufacturing,Urban,14,16,87,41,8,81119,3.1,88,19,5.3
James City,2016-01-01,Virginia,South,Recreation,Urban,12,16,,38,7,94582,3,89,20,5
King and Queen,2016-01-01,Virginia,South,Nonspecialized,Rural,23,15,,45,10,54596,3.4,90,41,5.8
King George,2016-01-01,Virginia,South,Federal/State Government,Rural,11,19,89,64,8,93499,2.9,83,30,5.3
King William,2016-01-01,Virginia,South,Maufacturing,Urban,13,17,89,47,9,71410,3.2,90,27,5.2
Lancaster,2016-01-01,Virginia,South,Recreation,Rural,26,12,88,23,12,65750,3.4,88,34,7.6
Lee,2016-01-01,Virginia,South,Federal/State Government,Rural,32,15,75,95,9,45018,3.8,82,57,8.2
Loudoun,2016-01-01,Virginia,South,Nonspecialized,Urban,4,19,93,47,7,140610,2.6,85,11,4.2
Louisa,2016-01-01,Virginia,South,Recreation,Rural,17,16,86,50,9,67543,3.1,89,34,5.1
Lunenburg,2016-01-01,Virginia,South,Federal/State Government,Rural,29,14,88,67,11,46141,3.5,94,46,6
Madison,2016-01-01,Virginia,South,Nonspecialized,Rural,18,15,93,47,7,51882,3.4,89,26,4
Mathews,2016-01-01,Virginia,South,Recreation,Urban,18,15,93,35,9,76833,3.1,89,18,4.6
Mecklenburg,2016-01-01,Virginia,South,Nonspecialized,Rural,31,12,79,60,11,51632,3.6,89,42,7.7
Middlesex,2016-01-01,Virginia,South,Recreation,Rural,26,14,,47,10,60025,3.2,90,31,5.1
Montgomery,2016-01-01,Virginia,South,Federal/State Government,Urban,16,20,86,48,7,71515,3.5,91,13,5
Nelson,2016-01-01,Virginia,South,Recreation,Urban,22,15,88,47,7,60787,3.3,89,33,4.8
New Kent,2016-01-01,Virginia,South,Nonspecialized,Urban,10,18,86,44,7,90110,2.9,92,20,4.5
Northampton,2016-01-01,Virginia,South,Nonspecialized,Rural,33,13,83,44,10,52706,3.7,92,55,7.4
Northumberland,2016-01-01,Virginia,South,Recreation,Rural,30,13,83,34,11,64207,3.3,89,44,7.1
Nottoway,2016-01-01,Virginia,South,Federal/State Government,Rural,31,14,78,70,12,55026,3.6,88,51,5.4
Orange,2016-01-01,Virginia,South,Nonspecialized,Rural,16,16,89,45,7,75451,3.2,86,32,5.2
Page,2016-01-01,Virginia,South,Recreation,Rural,24,15,95,82,6,51966,3.5,88,39,8.1
Patrick,2016-01-01,Virginia,South,Maufacturing,Rural,32,14,86,57,9,49110,3.6,90,31,6.5
Pittsylvania,2016-01-01,Virginia,South,Nonspecialized,Rural,20,14,84,49,8,51819,3.5,89,30,6.3
Powhatan,2016-01-01,Virginia,South,Federal/State Government,Urban,9,18,85,33,8,89440,2.8,88,13,4.5
Prince Edward,2016-01-01,Virginia,South,Federal/State Government,Rural,30,16,83,64,11,55543,3.7,87,16,7.8
Prince George,2016-01-01,Virginia,South,Federal/State Government,Urban,13,18,81,66,8,74931,3.1,82,24,6.2
Prince William,2016-01-01,Virginia,South,Nonspecialized,Urban,10,18,84,43,7,107489,2.7,85,27,4.8
Pulaski,2016-01-01,Virginia,South,Maufacturing,Urban,22,16,77,88,9,56910,3.3,88,50,6
Rappahannock,2016-01-01,Virginia,South,Recreation,Urban,17,16,88,55,6,73074,3.2,90,20,4.7
Richmond,2016-01-01,Virginia,South,Federal/State Government,Rural,24,16,83,37,9,47377,3.3,86,37,5.5
Roanoke,2016-01-01,Virginia,South,Nonspecialized,Urban,11,17,91,39,7,75120,3.1,90,18,4.5
Rockbridge,2016-01-01,Virginia,South,Nonspecialized,Rural,19,15,81,44,8,61820,3.3,85,36,5.4
Rockingham,2016-01-01,Virginia,South,Nonspecialized,Urban,16,18,,52,7,63030,3.1,90,25,4.6
Russell,2016-01-01,Virginia,South,Nonspecialized,Rural,25,15,83,130,8,52212,3.7,89,47,8
Scott,2016-01-01,Virginia,South,Farming,Urban,26,15,86,94,9,47360,3.6,91,46,5.9
Shenandoah,2016-01-01,Virginia,South,Maufacturing,Rural,18,16,91,75,7,59571,3.2,85,38,5
Smyth,2016-01-01,Virginia,South,Maufacturing,Rural,27,15,87,70,10,49164,3.7,89,57,7.8
Southampton,2016-01-01,Virginia,South,Federal/State Government,Rural,22,14,75,57,11,60833,3.3,87,26,5
Spotsylvania,2016-01-01,Virginia,South,Nonspecialized,Urban,13,18,85,68,7,89152,3.1,83,27,5.3
Stafford,2016-01-01,Virginia,South,Federal/State Government,Urban,8,18,89,70,7,107987,2.8,84,19,5.2
Surry,2016-01-01,Virginia,South,Nonspecialized,Rural,20,14,93,36,10,64059,3.4,93,21,6.1
Sussex,2016-01-01,Virginia,South,Federal/State Government,Urban,31,14,68,66,11,46957,3.6,91,54,7.4
Tazewell,2016-01-01,Virginia,South,Nonspecialized,Rural,25,15,78,101,11,50086,3.6,85,48,8
Warren,2016-01-01,Virginia,South,Nonspecialized,Urban,16,18,88,85,7,71202,3.1,90,30,5.5
Washington,2016-01-01,Virginia,South,Nonspecialized,Urban,21,15,91,84,9,58850,3.3,89,48,5.7
Westmoreland,2016-01-01,Virginia,South,Recreation,Rural,28,13,79,48,10,67132,3.7,89,45,6.3
Wise,2016-01-01,Virginia,South,Mining,Rural,29,16,86,105,9,45866,3.7,88,56,9.4
Wythe,2016-01-01,Virginia,South,Maufacturing,Rural,22,15,81,71,8,53119,3.5,86,48,6.4
York,2016-01-01,Virginia,South,Recreation,Urban,7,18,92,35,6,95905,2.9,84,10,5
Alexandria City,2016-01-01,Virginia,South,Federal/State Government,Urban,16,17,77,46,7,111347,2.9,82,38,3.7
Bristol City,2016-01-01,Virginia,South,Nonspecialized,Urban,35,15,78,94,9,47676,3.7,88,29,6.4
Buena Vista City,2016-01-01,Virginia,South,Nonspecialized,Rural,25,16,83,59,5,42580,3.8,88,26,5.8
Charlottesville City,2016-01-01,Virginia,South,Federal/State Government,Urban,24,18,86,,8,72855,3.6,86,23,4.3
Chesapeake City,2016-01-01,Virginia,South,Nonspecialized,Urban,14,16,88,55,9,80359,3,87,27,5.3
Colonial Heights City,2016-01-01,Virginia,South,Nonspecialized,Urban,19,16,88,,11,62708,3.2,,42,5.7
Covington City,2016-01-01,Virginia,South,Maufacturing,Rural,27,15,68,,18,48194,3.5,,34,8
Danville City,2016-01-01,Virginia,South,Nonspecialized,Rural,37,12,70,48,11,44329,4,88,58,8.7
Emporia City,2016-01-01,Virginia,South,Maufacturing,Rural,42,11,76,110,12,33972,4.1,82,48,8.2
Fairfax City,2016-01-01,Virginia,South,Nonspecialized,Urban,8,17,,,8,121554,2.7,,19,4.1
Falls Church City,2016-01-01,Virginia,South,Nonspecialized,Urban,3,18,98,21,8,168667,2.8,87,7,3.6
Franklin City,2016-01-01,Virginia,South,Federal/State Government,Rural,35,12,78,67,11,55273,4,85,60,7.9
Fredericksburg City,2016-01-01,Virginia,South,Nonspecialized,Urban,23,18,82,58,8,65231,3.5,84,24,6
Galax City,2016-01-01,Virginia,South,Nonspecialized,Rural,35,14,88,57,10,43048,3.8,87,93,7.2
Hampton City,2016-01-01,Virginia,South,Federal/State Government,Urban,22,15,80,41,10,60491,3.4,81,34,6.7
Harrisonburg City,2016-01-01,Virginia,South,Nonspecialized,Urban,24,18,87,45,7,55073,3.9,88,12,6.1
Hopewell City,2016-01-01,Virginia,South,Federal/State Government,Urban,31,15,74,73,11,50828,3.6,87,76,8.7
Lexington City,2016-01-01,Virginia,South,Nonspecialized,Rural,17,21,,,6,67457,3.6,,10,7.9
Lynchburg City,2016-01-01,Virginia,South,Nonspecialized,Urban,32,17,75,45,8,51637,3.6,87,22,6.3
Manassas City,2016-01-01,Virginia,South,Nonspecialized,Urban,16,17,80,,7,80750,3.1,95,45,4.9
Manassas Park City,2016-01-01,Virginia,South,Nonspecialized,Urban,15,17,75,41,6,79819,3.1,85,20,4.5
Martinsville City,2016-01-01,Virginia,South,Nonspecialized,Rural,35,12,83,65,12,46713,3.9,88,69,9.9
Newport News City,2016-01-01,Virginia,South,Maufacturing,Urban,26,17,82,38,9,59079,3.4,83,43,6.2
Norfolk City,2016-01-01,Virginia,South,Federal/State Government,Urban,32,19,73,52,11,53219,3.4,82,48,6.4
Norton City,2016-01-01,Virginia,South,Mining,Rural,33,16,88,99,8,43500,3.7,91,54,7.8
Petersburg City,2016-01-01,Virginia,South,Nonspecialized,Urban,38,12,68,81,13,39705,4,82,98,10.6
Poquoson City,2016-01-01,Virginia,South,Recreation,Urban,7,18,93,33,7,99519,2.9,85,11,4.5
Portsmouth City,2016-01-01,Virginia,South,Federal/State Government,Urban,28,15,74,30,11,56377,3.6,85,63,7.1
Radford City,2016-01-01,Virginia,South,Federal/State Government,Urban,21,18,93,51,9,53996,4.2,90,10,6.6
Richmond City,2016-01-01,Virginia,South,Federal/State Government,Urban,39,18,65,52,12,52120,3.7,80,43,6.1
Roanoke City,2016-01-01,Virginia,South,Nonspecialized,Urban,33,15,72,53,11,50223,3.6,88,71,5.9
Salem City,2016-01-01,Virginia,South,Nonspecialized,Urban,14,17,87,43,9,66511,3.2,89,25,5.1
Staunton City,2016-01-01,Virginia,South,Nonspecialized,Urban,26,15,79,42,7,61775,3.6,87,32,5.2
Suffolk City,2016-01-01,Virginia,South,Nonspecialized,Urban,20,15,82,47,10,76246,3.2,87,31,5.8
Virginia Beach City,2016-01-01,Virginia,South,Nonspecialized,Urban,12,19,84,48,8,79014,3,85,25,4.9
Waynesboro City,2016-01-01,Virginia,South,Nonspecialized,Urban,25,15,79,42,8,56379,3.6,88,57,5.3
Williamsburg City,2016-01-01,Virginia,South,Recreation,Urban,24,19,85,34,11,79491,3.3,86,7,7.1
Winchester City,2016-01-01,Virginia,South,Nonspecialized,Urban,22,16,86,72,8,56781,3.5,88,48,5
Adams,2016-01-01,Washington,West,Farming,Rural,27,18,77,29,7,53020,4,89,89,7.8
Asotin,2016-01-01,Washington,West,Nonspecialized,Urban,24,18,70,39,6,58414,3.7,82,40,6
Benton,2016-01-01,Washington,West,Nonspecialized,Urban,21,21,78,46,7,72482,3.6,85,39,7.7
Chelan,2016-01-01,Washington,West,Recreation,Urban,20,19,72,26,6,62428,3.5,92,39,6.4
Clallam,2016-01-01,Washington,West,Nonspecialized,Rural,26,18,76,25,5,59683,3.6,86,31,8.6
Clark,2016-01-01,Washington,West,Nonspecialized,Urban,14,19,80,51,6,73448,3.6,87,26,7.9
Columbia,2016-01-01,Washington,West,Farming,Urban,26,17,,34,4,53229,3.8,87,29,7.7
Cowlitz,2016-01-01,Washington,West,Nonspecialized,Urban,27,19,80,38,7,59350,3.9,85,43,8.4
Douglas,2016-01-01,Washington,West,Farming,Urban,24,19,77,27,6,59163,3.7,93,40,7.2
Ferry,2016-01-01,Washington,West,Federal/State Government,Rural,29,17,,46,6,50352,4.3,81,32,11.7
Franklin,2016-01-01,Washington,West,Nonspecialized,Urban,25,19,72,42,7,61103,3.8,84,66,8.5
Garfield,2016-01-01,Washington,West,Federal/State Government,Rural,21,17,,33,,59000,3.7,85,,6.8
Grant,2016-01-01,Washington,West,Farming,Rural,21,19,73,31,6,55180,3.8,88,64,7.7
Grays Harbor,2016-01-01,Washington,West,Nonspecialized,Rural,29,18,67,53,6,55157,3.9,85,42,10.4
Island,2016-01-01,Washington,West,Recreation,Rural,15,20,80,34,5,72120,3.6,89,21,6.9
Jefferson,2016-01-01,Washington,West,Recreation,Rural,25,16,75,26,6,65196,3.5,88,23,8.2
King,2016-01-01,Washington,West,Nonspecialized,Urban,14,21,78,30,6,100658,3,88,17,4.6
Kitsap,2016-01-01,Washington,West,Federal/State Government,Urban,14,19,81,31,6,77893,3.4,85,23,6.3
Kittitas,2016-01-01,Washington,West,Federal/State Government,Rural,19,21,77,36,5,68068,3.8,92,11,7.1
Klickitat,2016-01-01,Washington,West,Nonspecialized,Rural,23,18,81,39,6,55956,3.7,88,32,8.3
Lewis,2016-01-01,Washington,West,Nonspecialized,Rural,25,19,80,38,6,56359,3.8,86,40,9.2
Lincoln,2016-01-01,Washington,West,Farming,Rural,18,18,,66,6,59914,3.5,91,24,6.1
Mason,2016-01-01,Washington,West,Recreation,Rural,24,19,73,39,6,60661,3.8,86,41,8.5
Okanogan,2016-01-01,Washington,West,Farming,Rural,32,17,81,32,8,50099,4.2,91,56,7.4
Pacific,2016-01-01,Washington,West,Recreation,Rural,29,16,81,45,7,50726,3.9,89,37,10.1
Pend Oreille,2016-01-01,Washington,West,Nonspecialized,Urban,33,17,88,42,6,51597,4,83,37,10.3
Pierce,2016-01-01,Washington,West,Nonspecialized,Urban,18,20,78,44,6,73426,3.8,82,31,7.2
San Juan,2016-01-01,Washington,West,Recreation,Rural,20,18,61,15,4,72383,3.4,88,15,5.2
Skagit,2016-01-01,Washington,West,Nonspecialized,Urban,23,19,76,39,5,66865,3.5,87,39,7.4
Skamania,2016-01-01,Washington,West,Recreation,Urban,20,19,73,44,6,65824,3.8,86,30,8.7
Snohomish,2016-01-01,Washington,West,Maufacturing,Urban,13,18,80,29,6,86482,3.3,88,21,5.1
Spokane,2016-01-01,Washington,West,Nonspecialized,Urban,21,21,85,37,7,64720,3.6,88,27,7.1
Stevens,2016-01-01,Washington,West,Nonspecialized,Urban,28,19,78,41,6,54040,3.8,84,33,9.4
Thurston,2016-01-01,Washington,West,Federal/State Government,Urban,16,19,80,31,6,75474,3.5,79,23,6.6
Wahkiakum,2016-01-01,Washington,West,Nonspecialized,Rural,27,17,,28,8,57411,4,91,33,9.9
Walla Walla,2016-01-01,Washington,West,Federal/State Government,Urban,21,20,76,25,5,63091,3.7,88,29,6.5
Whatcom,2016-01-01,Washington,West,Recreation,Urban,18,22,77,35,5,70570,3.6,81,18,6.6
Whitman,2016-01-01,Washington,West,Federal/State Government,Rural,17,23,83,38,6,67346,3.9,88,4,5.5
Yakima,2016-01-01,Washington,West,Nonspecialized,Urban,30,19,72,48,7,51645,3.9,88,63,8.9
Barbour,2016-01-01,West Virginia,South,Mining,Rural,28,11,93,88,6,45667,4.8,87,40,6.7
Berkeley,2016-01-01,West Virginia,South,Federal/State Government,Urban,19,12,84,66,8,66120,4.6,84,43,5.3
Boone,2016-01-01,West Virginia,South,Mining,Urban,28,10,80,123,11,47707,4.8,85,66,9
Braxton,2016-01-01,West Virginia,South,Nonspecialized,Rural,31,11,88,72,9,50250,4.9,87,54,9.2
Brooke,2016-01-01,West Virginia,South,Maufacturing,Urban,23,12,89,85,9,60069,4.4,79,24,7.2
Cabell,2016-01-01,West Virginia,South,Nonspecialized,Urban,27,11,74,73,10,54482,4.5,84,46,5.5
Calhoun,2016-01-01,West Virginia,South,Mining,Rural,30,11,98,93,11,52790,4.9,86,52,9.5
Clay,2016-01-01,West Virginia,South,Mining,Urban,36,10,83,101,9,43786,5,88,62,10.6
Doddridge,2016-01-01,West Virginia,South,Mining,Rural,25,12,88,100,8,49420,4.5,92,38,4.9
Fayette,2016-01-01,West Virginia,South,Federal/State Government,Urban,31,11,79,100,10,45609,5.1,85,70,8.3
Gilmer,2016-01-01,West Virginia,South,Federal/State Government,Rural,28,12,93,114,8,45265,4.8,82,22,6.3
Grant,2016-01-01,West Virginia,South,Nonspecialized,Rural,26,11,88,67,9,48343,4.6,79,50,7.5
Greenbrier,2016-01-01,West Virginia,South,Recreation,Rural,29,11,83,76,8,49986,4.6,86,48,6.8
Hampshire,2016-01-01,West Virginia,South,Recreation,Urban,30,11,81,91,7,45762,4.7,88,44,6
Hancock,2016-01-01,West Virginia,South,Maufacturing,Urban,21,11,88,107,8,52635,4.5,81,35,7.9
Hardy,2016-01-01,West Virginia,South,Maufacturing,Rural,25,11,83,77,8,45176,4.7,85,45,7.9
Harrison,2016-01-01,West Virginia,South,Federal/State Government,Rural,19,11,77,78,9,59222,4.6,84,48,5.3
Jackson,2016-01-01,West Virginia,South,Maufacturing,Rural,25,11,82,80,8,55278,4.6,83,40,6.6
Jefferson,2016-01-01,West Virginia,South,Recreation,Urban,13,12,89,55,8,86256,4.3,81,30,4.5
Kanawha,2016-01-01,West Virginia,South,Federal/State Government,Urban,26,12,71,65,10,58966,4.7,83,50,5.9
Lewis,2016-01-01,West Virginia,South,Mining,Rural,28,11,72,137,11,46491,4.7,79,60,6.2
Lincoln,2016-01-01,West Virginia,South,Mining,Urban,32,11,77,98,11,44469,4.9,89,64,9.4
Logan,2016-01-01,West Virginia,South,Mining,Rural,28,11,80,146,11,50452,4.9,83,68,10.3
McDowell,2016-01-01,West Virginia,South,Mining,Rural,46,9,79,116,12,29082,5.5,86,94,12.9
Marion,2016-01-01,West Virginia,South,Mining,Rural,23,12,83,71,9,58500,4.4,82,37,5.9
Marshall,2016-01-01,West Virginia,South,Maufacturing,Urban,21,12,84,92,9,54559,4.6,75,42,7.6
Mason,2016-01-01,West Virginia,South,Nonspecialized,Rural,28,11,85,101,10,47987,4.8,86,48,9.4
Mercer,2016-01-01,West Virginia,South,Nonspecialized,Rural,31,10,79,85,13,48632,4.9,86,64,7.5
Mineral,2016-01-01,West Virginia,South,Maufacturing,Urban,22,11,94,77,8,51250,4.7,88,40,7.2
Mingo,2016-01-01,West Virginia,South,Mining,Rural,37,10,81,197,12,42191,5.1,85,77,11.8
Monongalia,2016-01-01,West Virginia,South,Federal/State Government,Urban,17,15,82,55,8,70887,4.4,81,14,4.4
Monroe,2016-01-01,West Virginia,South,Federal/State Government,Rural,29,10,88,77,7,43719,4.6,90,41,5.7
Morgan,2016-01-01,West Virginia,South,Recreation,Rural,21,11,92,73,9,55256,4.5,86,33,5.7
Nicholas,2016-01-01,West Virginia,South,Mining,Rural,27,11,80,60,10,49538,4.7,86,51,9
Ohio,2016-01-01,West Virginia,South,Nonspecialized,Urban,26,12,93,55,9,61214,4.4,79,36,5.5
Pendleton,2016-01-01,West Virginia,South,Farming,Rural,26,10,88,63,9,46504,4.7,84,35,4.7
Pleasants,2016-01-01,West Virginia,South,Nonspecialized,Rural,22,12,98,83,7,52031,4.4,80,43,7
Pocahontas,2016-01-01,West Virginia,South,Recreation,Rural,28,10,83,60,11,53101,4.7,85,40,8.6
Preston,2016-01-01,West Virginia,South,Federal/State Government,Urban,23,13,80,72,10,55106,4.5,85,40,5.8
Putnam,2016-01-01,West Virginia,South,Nonspecialized,Urban,13,12,86,68,8,69476,4.3,84,32,5.5
Raleigh,2016-01-01,West Virginia,South,Mining,Urban,25,10,81,98,10,51252,4.6,85,57,7.1
Randolph,2016-01-01,West Virginia,South,Nonspecialized,Rural,28,13,82,81,9,51646,4.7,86,54,7.1
Ritchie,2016-01-01,West Virginia,South,Maufacturing,Rural,26,11,83,82,7,51080,4.7,86,44,6.1
Roane,2016-01-01,West Virginia,South,Mining,Rural,30,10,83,68,7,43512,4.9,83,50,9.9
Summers,2016-01-01,West Virginia,South,Nonspecialized,Rural,34,10,78,92,12,45667,4.8,82,47,7
Taylor,2016-01-01,West Virginia,South,Nonspecialized,Rural,23,11,83,92,9,53576,4.6,82,43,5.3
