Name,Control,Region,Locale,Admission Rate,SAT Average,% Female,Median Earnings of Graduate,Undergraduate Population,Completion Rate,Average Cost of Attendance,Out-of-State Tuition,Percentage of Undergraduates Aged 25 and Above,% Undergraduate Students Receiving Loans,Year
Crossroads Bible College,Private,Great Lakes,City,,,0.5048543689,,258,0.1136,19100,12400,,0.6917,2016-01-01
The King's University,Private,Southwest,Suburb,0.5556,1073,0.5378151261,,447,0,23738,13650,,0.6026,2016-01-01
Pacific Islands University,Private,Outlying Areas,Town,1,,0.5303030303,,60,0,9590,5428,,0,2016-01-01
The Art Institute of Washington,Private,Southeast,City,,,0.488700565,,666,0.1349,27574,17592,,0.6948,2016-01-01
Pillar College,Private,Mid East,City,,,0.6756756757,,446,0.0741,33026,20400,,0.6382,2016-01-01
Oregon State University-Cascades Campus,Public,Far West,City,0.6584,1093,0.5083557321,,904,,19161,27918,,0.6103,2016-01-01
Texas County Technical College,Private,Plains,Rural,0.7143,,0.9,,150,,25966,15586,,0.9346,2016-01-01
Apex School of Theology,Private,Southeast,City,,,0.6699266504,,755,0.6583,11550,5100,,0.9125,2016-01-01
Universidad Pentecostal Mizpa,Private,Outlying Areas,City,,,0.4466666667,,295,0,11203,4120,,0,2016-01-01
Nevada State College,Public,Far West,Rural,0.7608,,0.7599734043,,3345,0.0347,18149,16114,,0.3854,2016-01-01
California State University-Channel Islands,Public,Far West,Suburb,0.7384,,0.6834629692,,6338,0.2364,23323,17707,,0.4039,2016-01-01
Argosy University-The Art Institute of California-Orange County,Private,Far West,City,,,0.6497887111,,771,0.2879,29239,18744,,0.7388,2016-01-01
Franklin W Olin College of Engineering,Private,New England,Suburb,0.1019,1490,0.4923076923,,331,0.7556,65701,49986,,0.3225,2016-01-01
University of Phoenix-Illinois,Private,Great Lakes,City,,,0.6972811618,,288,0,24010,9840,,0.5102,2016-01-01
Argosy University-Dallas,Private,Southwest,Suburb,,,0.6497887111,,232,0,24928,13152,,0.6856,2016-01-01
Pennsylvania College of Health Sciences,Private,Mid East,Suburb,0.571,,0.8852258852,,1395,0.5,36894,25510,,0.5945,2016-01-01
Grantham University,Private,Plains,Suburb,,,0.6541742414,,7173,0.2172,16572,6540,,0.4145,2016-01-01
Family of Faith Christian University,Private,Southwest,Rural,0.8333,,,,17,0.25,17478,6220,,0.0938,2016-01-01
West Coast University-Los Angeles,Private,Far West,City,1,,0.7977900552,,1556,0.6154,48202,33675,,0.7888,2016-01-01
DigiPen Institute of Technology,Private,Far West,City,0.5332,1242,0.2588555858,,976,0.1832,42906,29000,,0.547,2016-01-01
Dewey University-Hato Rey,Private,Outlying Areas,City,,,0.6527531083,,706,0.1703,10138,5475,,0.0404,2016-01-01
American College of Healthcare Sciences,Private,Far West,City,1,,0.9460431655,,479,,23920,10800,,0.6042,2016-01-01
Strayer University-Tennessee,Private,Southeast,City,,,0.7508344853,,1694,0,29544,12975,,0.8401,2016-01-01
Strayer University-Pennsylvania,Private,Mid East,Suburb,,,0.7508344853,,1753,0,29544,12975,,0.7766,2016-01-01
National University College-Rio Grande,Private,Outlying Areas,Suburb,0.7954,,0.6684603558,,1491,0.0227,14057,6495,,0.5184,2016-01-01
Daymar College-Murfreesboro,Private,Southeast,City,,,0.7975113122,,186,0.3333,27764,15000,,0.5758,2016-01-01
Baptist University of the Americas,Private,Southwest,City,,,0.5555555556,,231,0.0667,14687,6240,,0.1077,2016-01-01
Beis Medrash Heichal Dovid,Private,Mid East,City,0.8657,,,,108,0.1,17700,9200,,0,2016-01-01
American InterContinental University,Private,Great Lakes,City,,,0.6963450033,,9038,0,17170,10966,,0.8099,2016-01-01
American InterContinental University-Houston,Private,Southwest,City,,,0.6963450033,,335,0.2353,23874,14553,,0.6491,2016-01-01
University of California-Merced,Public,Far West,Rural,0.7417,985,0.536360938,,6815,0.376,32984,39944,,0.5171,2016-01-01
Central Methodist University-College of Graduate and Extended Studies,Private,Plains,Town,0.2353,,0.6899563319,,1715,,15668,5400,,0.2743,2016-01-01
University of Phoenix-New Jersey,Private,Mid East,City,,,0.6972811618,,166,0,24010,9840,,0.4899,2016-01-01
Altierus Career College-Orange Park,Private,Southeast,Suburb,,,0.7128987517,,354,0,26631,12879,,0.4592,2016-01-01
Neumont College of Computer Science,Private,Rocky Mountains,City,0.8239,,0.1379310345,,442,0.5,32969,24750,,0.9142,2016-01-01
Johnson & Wales University-Charlotte,Private,Southeast,City,0.8174,,0.6353397118,,2101,0.3596,44949,30746,,0.9143,2016-01-01
Ave Maria University,Private,Southeast,Rural,0.399,1103,0.4839400428,,1050,0.5287,32209,19128,,0.5579,2016-01-01
Ecclesia College,Private,Southeast,Rural,0.4028,845,0.3755868545,,265,0.1111,29488,15140,,0.3031,2016-01-01
Estelle Medical Academy,Private,Great Lakes,City,0.6,,0.7952380952,,73,,10800,8680,,0.4688,2016-01-01
Harrisburg University of Science and Technology,Private,Mid East,City,,,0.4899328859,,374,0.1212,32051,23900,,0.6521,2016-01-01
Stevens-Henager College,Private,Rocky Mountains,City,,,0.7420641516,,82,0.1786,31236,16968,,0.7474,2016-01-01
AmeriTech College-Draper,Private,Rocky Mountains,Suburb,0.4531,,0.8031746032,,506,,24648,15698,,0.8975,2016-01-01
Argosy University-Los Angeles,Private,Far West,Suburb,,,0.6497887111,,282,0.25,26430,13152,,0.639,2016-01-01
Eagle Gate College-Layton,Private,Rocky Mountains,Suburb,,,0.7718446602,,311,1,22731,13271,,0.8439,2016-01-01
SAE Expression College,Private,Far West,Suburb,,,0.2253164557,,396,0.335,31827,23899,,0.8415,2016-01-01
Georgia Gwinnett College,Public,Southeast,Suburb,,,0.5964338782,,11443,0.0353,17824,16062,,0.4675,2016-01-01
SUM Bible College and Theological Seminary,Private,Far West,Rural,,,0.5038560411,,556,0.3091,28082,10144,,0.7414,2016-01-01
Shorter University-College of Adult & Professional Programs,Private,Southeast,City,0.6429,,0.5464320626,,249,0,24395,9680,,0.7608,2016-01-01
The Art Institute of Indianapolis,Private,Great Lakes,City,,,0.6774971623,,696,0.2072,23385,14820,,0.7724,2016-01-01
Argosy University-The Art Institute of California-Inland Empire,Private,Far West,City,,,0.6497887111,,1100,0.1095,29112,18744,,0.801,2016-01-01
National American University-Zona Rosa,Private,Plains,City,,,0.7582205029,,239,0,22185,13755,,0.8881,2016-01-01
Rasmussen College-Illinois,Private,Great Lakes,City,,,0.814446146,,1559,0,21414,9360,,0.8358,2016-01-01
CollegeAmerica-Colorado Springs,Private,Rocky Mountains,City,,,0.6654867257,,236,0.3051,31477,16968,,0.5891,2016-01-01
CollegeAmerica-Fort Collins,Private,Rocky Mountains,City,,,0.6654867257,,115,0.2917,31236,16968,,0.6949,2016-01-01
University of South Florida-St Petersburg,Public,Southeast,City,0.3567,1155,0.605735746,,4027,0.2163,18789,16735,,0.4627,2016-01-01
Arizona State University-Downtown Phoenix,Public,Southwest,City,0.767,1081,0.5568306611,,9232,0.535,24109,26470,,0.5391,2016-01-01
The Art Institute of Tennessee-Nashville,Private,Southeast,City,,,0.488700565,,584,0.2407,29825,17592,,0.7892,2016-01-01
Strayer University-Florida,Private,Southeast,Suburb,,,0.7508344853,,1698,0.1429,29544,12975,,0.7259,2016-01-01
Dewey University-Juana Diaz,Private,Outlying Areas,Suburb,,,0.6527531083,,229,0.026,10972,7495,,0.0935,2016-01-01
American Public University System,Private,Southeast,Town,,,0.5000920132,,37826,0.1807,15674,6880,,0.2696,2016-01-01
Louisiana Culinary Institute,Private,Southeast,Suburb,0.6486,,0.5875,,180,,27605,14575,,0.7585,2016-01-01
Bais Medrash Toras Chesed,Private,Mid East,City,0.5439,,,,97,0,15500,9350,,0,2016-01-01
Visible Music College,Private,Southeast,City,0.9762,994,0.4246575342,,117,0.4091,29547,19500,,0.6789,2016-01-01
University of the West,Private,Far West,Suburb,,,0.5769230769,,106,0,20250,11412,,0.2414,2016-01-01
South University-Tampa,Private,Southeast,City,,,0.7628668652,,508,0.12,29922,17330,,0.7526,2016-01-01
Averett University-Non-Traditional Programs,Private,Southeast,Town,0.4474,,0.5265760198,,490,,28175,10325,,0.5016,2016-01-01
The Art Institute of Charleston,Private,Southeast,City,,,0.488700565,,393,0.1439,29436,17592,,0.7828,2016-01-01
Argosy University-The Art Institute of California-Sacramento,Private,Far West,City,,,0.6497887111,,525,0.2673,29395,18744,,0.8044,2016-01-01
Argosy University-Inland Empire,Private,Far West,City,,,0.6497887111,,304,0,29672,13152,,0.6909,2016-01-01
Argosy University-Nashville,Private,Southeast,City,,,0.6497887111,,135,0.1667,24928,13152,,0.7063,2016-01-01
Argosy University-San Diego,Private,Far West,City,,,0.6497887111,,169,0.0909,29672,13152,,0.5181,2016-01-01
Rasmussen College-Wisconsin,Private,Great Lakes,City,,,0.814446146,,806,0.0714,21492,9360,,0.8383,2016-01-01
Columbia Southern University,Private,Southeast,Town,,,0.5196488294,,15411,0.1777,14259,5175,,0.3337,2016-01-01
Trident University International,Private,Far West,Suburb,1,,0.5403605016,,3887,0.2689,17480,9000,,0.1661,2016-01-01
Digital Media Arts College,Private,Southeast,City,,,0.368,,274,0.3077,22645,13968,,0.7667,2016-01-01
Yeshiva Toras Chaim,Private,Mid East,Suburb,0.8158,,,,202,0,18038,12100,,0,2016-01-01
Talmudical Seminary of Bobov,Private,Mid East,City,0.8319,,,,380,0,13300,7600,,0,2016-01-01
The Art Institute of Pittsburgh-Online Division,Private,Mid East,City,,,0.658306133,,4662,0.069,27924,17016,,0.6506,2016-01-01
University of South Florida-Sarasota-Manatee,Public,Southeast,Suburb,0.378,1096,0.605735746,,1791,,13023,16501,,0.4079,2016-01-01
CollegeAmerica-Cheyenne,Private,Rocky Mountains,City,,,0.6654867257,,45,0,31408,16968,,0.74,2016-01-01
Bryant & Stratton College-Wauwatosa,Private,Great Lakes,Suburb,,,0.8171590332,,700,0,21130,16916,,0.871,2016-01-01
The Art Institute of Michigan,Private,Great Lakes,City,,,0.5414333707,,676,0.1525,24291,14928,,0.6425,2016-01-01
The Art Institute of Austin,Private,Southwest,City,,,0.4632142857,,819,0.2123,30993,17664,,0.6935,2016-01-01
The Art Institute of Raleigh-Durham,Private,Southeast,City,,,0.7628668652,,455,0.15,30153,17124,,0.7702,2016-01-01
Argosy University-Salt Lake City,Private,Rocky Mountains,Suburb,,,0.6497887111,,62,0.1429,24928,13152,,0.5465,2016-01-01
Strayer University-North Carolina,Private,Southeast,Suburb,,,0.7508344853,,3643,0,29544,12975,,0.837,2016-01-01
The King's College,Private,Mid East,City,0.4087,1180,0.6553030303,,520,0.4645,55030,34320,,0.7622,2016-01-01
Chamberlain University-Illinois,Private,Great Lakes,Suburb,0.7742,,0.8969863014,,15858,0.4444,28372,19230,,0.6564,2016-01-01
Chamberlain University-Ohio,Private,Great Lakes,City,0.7917,,0.8969863014,,718,0.3077,31999,19230,,0.8388,2016-01-01
Chamberlain University-Arizona,Private,Southwest,City,0.8,,0.8969863014,,674,1,33581,19230,,0.8373,2016-01-01
Yeshiva of Machzikai Hadas,Private,Mid East,City,0.913,,,,417,0,25352,8400,,0,2016-01-01
Global Health College,Private,Southeast,City,0.7333,,0.862745098,,333,,21941,19699,,0.6225,2016-01-01
Providence Christian College,Private,Far West,City,0.6446,,0.5801526718,,164,0.5556,42026,28014,,0.7211,2016-01-01
Argosy University-Phoenix Online Division,Private,Southwest,City,,,0.6497887111,,5673,0.0152,32047,18244,,0.6138,2016-01-01
Polytechnic University of Puerto Rico-Miami,Private,Southeast,Suburb,,,0.2235217674,,63,0.25,28436,11940,,0.75,2016-01-01
Polytechnic University of Puerto Rico-Orlando,Private,Southeast,Suburb,,,0.2235217674,,102,0,18301,11085,,0.6327,2016-01-01
University of Minnesota-Rochester,Public,Plains,City,0.6612,1122,0.5593906672,,424,0.4891,25198,13232,,0.6514,2016-01-01
Herzing University-Toledo,Private,Great Lakes,City,1,,0.8135465189,,202,0.4,26916,13390,,0.9209,2016-01-01
Chamberlain University-Florida,Private,Southeast,City,0.6667,,0.8969863014,,1052,,36168,19230,,0.8452,2016-01-01
Pacific Rim Christian University,Private,Far West,City,0.5556,,0.4787234043,,110,0.3846,19548,10460,,0.3571,2016-01-01
Portland Actors Conservatory,Private,Far West,City,0.8684,,0.5454545455,,13,,24350,11250,,0.84,2016-01-01
West Coast University-Orange County,Private,Far West,City,0.8824,,0.7977900552,,1869,0.6667,51203,33675,,0.74,2016-01-01
West Coast University-Ontario,Private,Far West,City,0.88,,0.7977900552,,1209,0.5,48894,33675,,0.8018,2016-01-01
Harrison College-Grove City,Private,Great Lakes,Suburb,1,,0.8040540541,,237,,27419,16275,,0.9057,2016-01-01
National University College-Ponce,Private,Outlying Areas,Suburb,0.7278,,0.6684603558,,1349,0.3256,12866,6495,,0.7345,2016-01-01
The Art Institute of Virginia Beach,Private,Southeast,City,,,0.488700565,,453,0.2889,29373,17592,,0.6926,2016-01-01
Bryant & Stratton College-Bayshore,Private,Great Lakes,Suburb,,,0.8171590332,,315,0,21781,16336,,0.8524,2016-01-01
Strayer University-Georgia,Private,Southeast,Suburb,,,0.7508344853,,5110,0.2727,29544,12975,,0.8186,2016-01-01
Strayer University-South Carolina,Private,Southeast,City,,,0.7508344853,,1673,0.1429,29544,12975,,0.7821,2016-01-01
The Art Institute of San Antonio,Private,Southwest,City,,,0.4632142857,,910,0.2857,28225,17664,,0.7053,2016-01-01
Broadview Entertainment Arts University,Private,Rocky Mountains,Suburb,,,0.7330210773,,130,0.1429,24867,14400,,0.8051,2016-01-01
South University-Richmond,Private,Southeast,Suburb,,,0.7628668652,,560,0.129,25405,17331,,0.7662,2016-01-01
South University-Virginia Beach,Private,Southeast,City,,,0.7628668652,,520,0.1667,28341,17330,,0.575,2016-01-01
Compass College of Cinematic Arts,Private,Great Lakes,City,0.9828,,0.2765957447,,132,,24804,15300,,0.8534,2016-01-01
Touro University Worldwide,Private,Far West,Suburb,,,0.8021978022,,472,0.4444,26953,14600,,0.3686,2016-01-01
Herzing University-Kenosha,Private,Great Lakes,Suburb,1,,0.8135465189,,313,0.2222,26772,13390,,0.8805,2016-01-01
Herzing University-Brookfield,Private,Great Lakes,Suburb,1,,0.8135465189,,304,0,26433,13390,,0.8188,2016-01-01
Texas A&M University-San Antonio,Public,Southwest,Rural,0.3873,860,0.6667575675,,4556,,,15982,,0.5423,2016-01-01
Strayer University-Global Region,Private,Mid East,City,,,0.7508344853,,4769,0,29544,12975,,0.4794,2016-01-01
Johnson & Wales University-Online,Private,New England,City,0.4483,,0.6353397118,,424,,18165,14823,,0.7746,2016-01-01
Tribeca Flashpoint College,Private,Great Lakes,City,0.9767,,0.2664835165,,270,,39330,27454,,0.7391,2016-01-01
Remington College-Heathrow Campus,Private,Southeast,Suburb,,,0.7714097497,,241,0.3947,21481,11901,,0.7421,2016-01-01
Chamberlain University-Virginia,Private,Southeast,City,0.4444,,0.8969863014,,544,,29515,19230,,0.8016,2016-01-01
Stevens-Henager College,Private,Rocky Mountains,City,,,0.7420641516,,282,0.3585,29797,16968,,0.8474,2016-01-01
National Paralegal College,Private,Southwest,City,,,0.9007633588,,771,0,20068,7995,,0.6427,2016-01-01
New York Film Academy,Private,Far West,City,,,0.3512269939,,1507,1,50650,28000,,0.2583,2016-01-01
Grace College of Divinity,Private,Southeast,City,0.75,,0.5263157895,,95,0,13603,4240,,0.2026,2016-01-01
North American University,Private,Southwest,Suburb,,,0.3691275168,,436,0.5,22949,11900,,0.2296,2016-01-01
Colorado Academy of Veterinary Technology,Private,Rocky Mountains,City,1,,0.8867924528,,78,,24016,11435,,0.5373,2016-01-01
John Paul the Great Catholic University,Private,Far West,Suburb,0.9804,1088,0.4857142857,,227,0.5926,41066,24900,,0.665,2016-01-01
Independence University,Private,Rocky Mountains,Suburb,,,0.7420641516,,6037,0,31753,16968,,0.7982,2016-01-01
Chamberlain University-Missouri,Private,Plains,Suburb,0.7778,,0.8969863014,,541,0.3333,28128,19230,,0.836,2016-01-01
Chamberlain University-Texas,Private,Southwest,City,0.6667,,0.8969863014,,868,,25448,19230,,0.8592,2016-01-01
South University-Novi,Private,Great Lakes,City,,,0.7628668652,,303,0.2857,23598,17434,,0.75,2016-01-01
Harrison College-Morrisville,Private,Southeast,Rural,1,,0.8040540541,,140,,24785,16500,,0.8218,2016-01-01
National University College-Caguas,Private,Outlying Areas,City,0.7681,,0.6684603558,,1088,,13900,6495,,0.6137,2016-01-01
CollegeAmerica-Phoenix,Private,Southwest,City,,,0.6813880126,,580,0,30032,16968,,0.8892,2016-01-01
South University-Savannah Online,Private,Southeast,City,,,0.7628668652,,5242,0.0015,29057,13420,,0.5597,2016-01-01
Criswell College,Private,Southwest,City,1,,0.2625,,222,0,26135,8950,,0.5022,2016-01-01
Chamberlain University-Georgia,Private,Southeast,City,0.5714,,0.8969863014,,996,,31880,19230,,0.8298,2016-01-01
Chamberlain University-Indiana,Private,Great Lakes,City,0.4444,,0.8969863014,,264,,36168,19230,,0.8069,2016-01-01
Bais HaMedrash and Mesivta of Baltimore,Private,Mid East,Suburb,0.8696,,,,60,0,21250,12400,,0,2016-01-01
Be'er Yaakov Talmudic Seminary,Private,Mid East,Suburb,0.948,,,,532,0,15168,9140,,0,2016-01-01
West Coast University-Dallas,Private,Southwest,City,1,,0.7977900552,,548,,43454,25935,,0.7067,2016-01-01
Pennsylvania State University-World Campus,Public,Mid East,Rural,0.5753,1061,0.5012260053,,7489,0.1714,27839,13678,,0.5475,2016-01-01
Bryant & Stratton College-Online,Private,Mid East,Suburb,,,0.8171590332,,3394,0,18969,14054,,0.8257,2016-01-01
Warner Pacific College Adult Degree Program,Private,Far West,City,,,0.6840336134,,537,0.1538,23292,8280,,0.3635,2016-01-01
Yeshiva Gedolah Kesser Torah,Private,Mid East,Suburb,0.871,,,,69,0.0556,27552,10200,,0,2016-01-01
Augusta University,Public,Southeast,City,0.7723,1043,0.673245614,,4860,0.0589,20541,22990,,0.5316,2016-01-01
Middle Georgia State University,Public,Southeast,City,0.7066,,0.5888059701,,7077,,14844,10919,,0.4921,2016-01-01
Academy of Interactive Entertainment,Private,Far West,City,0.7264,,0.3465346535,,129,,22871,17500,,0.7075,2016-01-01
DeVry College of New York,Private,Mid East,City,0.9506,,0.6059049017,,1113,0.1409,33952,19948,,0.6849,2016-01-01
DeVry University-Arizona,Private,Southwest,City,0.8772,,0.6059049017,,724,0.1724,34909,19948,,0.7445,2016-01-01
DeVry University-California,Private,Far West,Suburb,0.9261,,0.6059049017,,3654,0.2323,32928,19948,,0.7077,2016-01-01
DeVry University-Colorado,Private,Rocky Mountains,Suburb,0.9412,,0.6059049017,,366,0.0833,32876,19948,,0.5854,2016-01-01
DeVry University-Florida,Private,Southeast,Suburb,0.8929,,0.6059049017,,898,0.1943,37496,19948,,0.695,2016-01-01
DeVry University-Georgia,Private,Southeast,Suburb,0.8649,,0.6059049017,,1167,0.1326,34280,19948,,0.7584,2016-01-01
DeVry University-Illinois,Private,Great Lakes,City,0.9089,,0.6059049017,,14146,0.1471,35185,19948,,0.783,2016-01-01
DeVry University-Indiana,Private,Great Lakes,Suburb,1,,0.6059049017,,71,0.1429,33923,19948,,0.7353,2016-01-01
DeVry University-Missouri,Private,Plains,City,0.9444,,0.6059049017,,230,0.2366,28920,19948,,0.7734,2016-01-01
DeVry University-Nevada,Private,Far West,City,1,,0.6059049017,,162,0,34688,19948,,0.6443,2016-01-01
DeVry University-New Jersey,Private,Mid East,Suburb,0.9468,,0.6059049017,,818,0.1818,30044,19948,,0.7695,2016-01-01
DeVry University-North Carolina,Private,Southeast,City,0.8,,0.6059049017,,203,0.1143,30349,19948,,0.7695,2016-01-01
DeVry University-Ohio,Private,Great Lakes,City,0.9474,,0.6059049017,,1263,0.1728,32623,19948,,0.768,2016-01-01
DeVry University-Oklahoma,Private,Southwest,City,1,,0.6059049017,,80,0.2,37496,19948,,0.7913,2016-01-01
DeVry University-Pennsylvania,Private,Mid East,Suburb,0.8929,,0.6059049017,,431,0.1887,30621,19948,,0.7422,2016-01-01
