County,Year,State,Region,Distance from Metro,Persistent Poverty,Access to Healthcare,% Obese,% Poor Health,Quality of Healthcare,Sexually Transmitted Infections,% Single-Parent Households,% Smokers,% Some College,% Uninsured,Violent Crime Rate
Woodson,2017-01-01,Kansas,Midwest,Far from Metropolitan,No,,33,15,41,279,33,19,60.9,15,215
Wyandotte,2017-01-01,Kansas,Midwest,In Metropolitan,No,43,36,22,56.3,726,46,21,48.1,19,603
Adair,2017-01-01,Kentucky,South,Far from Metropolitan,No,36,34,21,44.4,246,23,24,43.9,12,66
Allen,2017-01-01,Kentucky,South,In Metropolitan,No,15,34,19,46.5,182,20,22,50,11,54
Anderson,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,32,35,16,51.9,284,29,19,55.9,8,82
Ballard,2017-01-01,Kentucky,South,Far from Metropolitan,No,,34,19,62.9,432,30,21,57.5,10,80
Barren,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,83,31,21,60.1,286,28,22,48.9,10,121
Bath,2017-01-01,Kentucky,South,Adjacent to Metropolitan,Yes,8,30,25,39.6,209,31,24,52.6,12,25
Bell,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,43,38,29,45.3,237,43,29,41.4,11,156
Boone,2017-01-01,Kentucky,South,In Metropolitan,No,66,33,13,69.9,334,26,17,72.8,7,137
Bourbon,2017-01-01,Kentucky,South,In Metropolitan,No,60,34,20,55.4,285,38,21,57.4,13,124
Boyd,2017-01-01,Kentucky,South,In Metropolitan,No,104,39,20,64.1,291,38,21,64.4,9,148
Boyle,2017-01-01,Kentucky,South,Far from Metropolitan,No,91,32,20,55.5,469,26,21,58.5,9,191
Bracken,2017-01-01,Kentucky,South,In Metropolitan,No,24,32,19,60.8,392,26,22,54.5,9,55
Breathitt,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,60,42,27,39.7,89,43,29,45.3,11,
Breckinridge,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,30,37,19,50.2,260,25,23,40.9,12,51
Bullitt,2017-01-01,Kentucky,South,In Metropolitan,No,17,33,16,59.5,224,33,20,56.5,8,118
Butler,2017-01-01,Kentucky,South,In Metropolitan,No,8,33,24,58.7,164,30,24,41.5,12,73
Caldwell,2017-01-01,Kentucky,South,Far from Metropolitan,No,55,35,19,54.6,312,44,21,57.8,9,157
Calloway,2017-01-01,Kentucky,South,Far from Metropolitan,No,55,30,18,57.4,582,28,20,63.5,11,151
Campbell,2017-01-01,Kentucky,South,In Metropolitan,No,59,32,16,68.2,372,34,19,69.2,8,193
Carlisle,2017-01-01,Kentucky,South,Far from Metropolitan,No,40,33,20,63.8,220,26,21,52.5,11,40
Carroll,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,37,35,22,47.6,310,36,23,35.6,11,94
Carter,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,18,39,20,52.9,118,31,24,52.4,10,46
Casey,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,13,36,24,43.1,218,22,25,43,13,44
Christian,2017-01-01,Kentucky,South,In Metropolitan,No,46,37,23,58.2,619,27,26,59,11,238
Clark,2017-01-01,Kentucky,South,In Metropolitan,No,50,31,19,66.1,472,32,21,56.7,10,184
Clay,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,28,38,31,36,140,35,31,32.6,12,76
Clinton,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,39,35,24,49.6,237,29,26,44.8,12,24
Crittenden,2017-01-01,Kentucky,South,Far from Metropolitan,No,43,34,20,49.5,227,23,21,56.2,11,75
Cumberland,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,59,32,23,48.3,162,48,23,49.6,12,49
Daviess,2017-01-01,Kentucky,South,In Metropolitan,No,61,30,17,70.4,477,33,20,60.2,7,174
Edmonson,2017-01-01,Kentucky,South,In Metropolitan,No,8,31,20,48.5,249,14,22,48.9,12,75
Elliott,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,13,34,27,48.6,92,42,26,42.3,11,35
Estill,2017-01-01,Kentucky,South,Adjacent to Metropolitan,Yes,35,35,24,62.6,180,36,27,35.8,11,34
Fayette,2017-01-01,Kentucky,South,In Metropolitan,No,124,27,18,62.8,530,37,20,74.7,11,360
Fleming,2017-01-01,Kentucky,South,Far from Metropolitan,No,48,35,22,56.1,276,21,25,48.8,13,34
Floyd,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,58,38,27,53.7,256,37,26,50.5,12,50
Franklin,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,40,33,17,44.9,586,41,21,57.1,9,268
Fulton,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,112,32,26,61.2,627,40,26,46.3,10,222
Gallatin,2017-01-01,Kentucky,South,In Metropolitan,No,35,36,20,47.4,201,37,23,50.8,11,73
Garrard,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,30,31,21,56.1,284,32,23,48.7,12,65
Grant,2017-01-01,Kentucky,South,In Metropolitan,No,52,36,19,65.3,303,35,22,48.5,9,59
Graves,2017-01-01,Kentucky,South,Far from Metropolitan,No,43,30,21,63.8,331,30,21,52.6,13,141
Grayson,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,69,37,22,52.3,200,22,25,43.1,11,100
Green,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,,38,20,59.1,161,23,22,44.4,12,47
Greenup,2017-01-01,Kentucky,South,In Metropolitan,No,74,40,21,60.8,107,32,19,63.5,10,52
Hancock,2017-01-01,Kentucky,South,In Metropolitan,No,,35,18,67.5,242,36,21,53.8,7,54
Hardin,2017-01-01,Kentucky,South,In Metropolitan,No,65,33,19,55.6,406,36,20,65,8,124
Harlan,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,50,37,27,38.7,119,34,28,46.8,12,87
Harrison,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,54,30,19,45.7,243,32,23,48,10,127
Hart,2017-01-01,Kentucky,South,Adjacent to Metropolitan,Yes,43,37,24,47.7,237,27,24,37,13,38
Henderson,2017-01-01,Kentucky,South,In Metropolitan,No,49,33,19,60.4,404,40,22,57.9,8,193
Henry,2017-01-01,Kentucky,South,In Metropolitan,No,39,32,20,54.4,246,38,21,42.9,10,36
Hickman,2017-01-01,Kentucky,South,Far from Metropolitan,No,21,35,21,61.8,253,32,21,54.6,11,49
Hopkins,2017-01-01,Kentucky,South,Far from Metropolitan,No,123,35,19,56.6,437,33,20,53.5,10,124
Jackson,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,15,38,27,48.6,89,38,27,42.2,11,25
Jefferson,2017-01-01,Kentucky,South,In Metropolitan,No,94,32,18,64.4,687,42,22,68.5,9,562
Jessamine,2017-01-01,Kentucky,South,In Metropolitan,No,81,32,19,62.4,211,35,21,63.5,10,173
Johnson,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,77,37,23,61.6,175,23,23,52.4,10,72
Kenton,2017-01-01,Kentucky,South,In Metropolitan,No,80,29,15,67.5,433,39,20,66.9,8,218
Knott,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,38,40,26,48.5,157,37,26,44.5,11,18
Knox,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,25,39,27,55.6,362,42,28,36.4,11,74
Larue,2017-01-01,Kentucky,South,In Metropolitan,No,7,34,21,55.5,213,41,23,50,11,49
Laurel,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,45,38,23,54.6,238,33,21,46.5,10,90
Lawrence,2017-01-01,Kentucky,South,Adjacent to Metropolitan,Yes,38,42,22,48.3,114,23,23,45.4,10,61
Lee,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,26,34,27,50.6,110,29,27,37.4,10,49
Leslie,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,18,43,26,45.9,109,29,25,43.4,11,47
Letcher,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,73,39,23,59.5,144,38,24,51,10,34
Lewis,2017-01-01,Kentucky,South,Adjacent to Metropolitan,Yes,29,38,25,48.2,159,35,26,44.6,11,38
Lincoln,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,37,31,22,47.5,386,35,24,45.5,12,47
Livingston,2017-01-01,Kentucky,South,Far from Metropolitan,No,43,30,18,60.4,214,27,21,37.1,10,78
Logan,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,33,35,22,61.6,194,36,23,47,11,146
Lyon,2017-01-01,Kentucky,South,Far from Metropolitan,No,36,33,18,63.2,118,32,20,49.5,10,28
McCracken,2017-01-01,Kentucky,South,Far from Metropolitan,No,90,34,18,68.3,477,40,22,62.1,9,202
McCreary,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,28,34,33,44.1,339,27,33,37.4,12,52
McLean,2017-01-01,Kentucky,South,In Metropolitan,No,21,37,20,73,105,34,22,55.1,10,47
Madison,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,65,32,20,57.7,408,30,23,68,9,168
Magoffin,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,39,34,25,47.7,93,29,27,38.6,12,36
Marion,2017-01-01,Kentucky,South,Far from Metropolitan,No,45,31,22,66.2,439,35,23,41.9,10,89
Marshall,2017-01-01,Kentucky,South,Far from Metropolitan,No,42,34,16,65.8,241,29,18,59,9,91
Martin,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,32,39,28,42.6,79,37,29,40,10,68
Mason,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,82,30,20,59.5,359,35,23,59.5,10,137
Meade,2017-01-01,Kentucky,South,In Metropolitan,No,24,36,19,53.8,216,29,23,53.3,9,72
Menifee,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,32,33,23,48.3,604,44,25,40.9,13,27
Mercer,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,28,36,20,46.9,333,30,21,54,9,113
Metcalfe,2017-01-01,Kentucky,South,Far from Metropolitan,No,10,34,22,52.7,170,17,23,44.2,11,37
Monroe,2017-01-01,Kentucky,South,Adjacent to Metropolitan,Yes,56,30,23,39.8,187,30,24,45.1,13,35
Montgomery,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,47,32,22,57.4,356,39,24,56.5,11,145
Morgan,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,30,36,25,40.7,90,38,26,44.8,11,
Muhlenberg,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,35,38,21,62.8,468,35,22,47.4,11,67
Nelson,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,54,32,19,53.9,481,32,22,51.1,9,98
Nicholas,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,43,33,22,52,398,38,24,49.9,11,76
Ohio,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,25,37,20,67,163,33,23,43,10,112
Oldham,2017-01-01,Kentucky,South,In Metropolitan,No,68,28,14,69.5,178,18,17,70.8,6,65
Owen,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,38,30,19,51.1,188,36,22,44.1,9,22
Owsley,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,,34,25,45.2,107,38,27,44.5,11,14
Pendleton,2017-01-01,Kentucky,South,In Metropolitan,No,21,32,17,64.2,261,31,21,41.7,10,60
Perry,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,123,37,24,53.1,132,31,25,53.7,11,105
Pike,2017-01-01,Kentucky,South,Far from Metropolitan,No,86,39,25,56.7,193,30,24,46.5,11,37
Powell,2017-01-01,Kentucky,South,Adjacent to Metropolitan,Yes,16,36,22,51.6,320,38,24,42.1,12,61
Pulaski,2017-01-01,Kentucky,South,Far from Metropolitan,No,83,34,21,62,243,40,23,48.6,11,124
Robertson,2017-01-01,Kentucky,South,Adjacent to Metropolitan,Yes,,35,20,46.2,313,32,22,67.7,11,0
Rockcastle,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,42,36,23,56.9,102,30,24,44.4,10,70
Rowan,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,97,34,22,58.7,544,32,23,60.3,10,69
Russell,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,51,35,22,52.3,180,43,24,52.7,13,59
Scott,2017-01-01,Kentucky,South,In Metropolitan,No,49,29,16,56.7,422,28,19,64.5,8,255
Shelby,2017-01-01,Kentucky,South,In Metropolitan,No,47,33,18,63,513,28,20,57,12,137
Simpson,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,45,35,21,45.5,337,36,22,51.2,10,172
Spencer,2017-01-01,Kentucky,South,In Metropolitan,No,57,30,15,60,244,26,19,61.8,8,47
Taylor,2017-01-01,Kentucky,South,Far from Metropolitan,No,63,35,23,62.3,215,46,24,50.8,11,209
Todd,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,8,34,22,57.7,448,28,23,45.3,14,77
Trigg,2017-01-01,Kentucky,South,In Metropolitan,No,28,33,20,67.1,364,41,22,63.2,12,111
Trimble,2017-01-01,Kentucky,South,In Metropolitan,No,34,34,19,51.1,102,32,21,52.9,10,30
Union,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,20,31,24,67.3,1424,35,26,50.4,11,100
Warren,2017-01-01,Kentucky,South,In Metropolitan,No,70,32,19,59.7,406,34,20,63.9,12,213
Washington,2017-01-01,Kentucky,South,Far from Metropolitan,No,33,33,20,62.7,337,35,21,44.1,11,50
Wayne,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,68,37,28,51.1,218,32,26,39.8,12,64
Webster,2017-01-01,Kentucky,South,Adjacent to Metropolitan,No,15,36,21,58.1,387,26,22,46.3,11,58
Whitley,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,90,36,26,53.7,210,35,28,47.4,10,109
Wolfe,2017-01-01,Kentucky,South,Far from Metropolitan,Yes,14,32,29,47.4,262,40,30,36.8,11,53
Woodford,2017-01-01,Kentucky,South,In Metropolitan,No,70,30,16,51.7,214,28,19,62.2,10,124
Acadia,2017-01-01,Louisiana,South,In Metropolitan,Yes,37,33,21,65,458,39,21,43.5,18,406
Allen,2017-01-01,Louisiana,South,Adjacent to Metropolitan,No,31,34,21,60.3,223,36,21,39.9,18,167
Ascension,2017-01-01,Louisiana,South,In Metropolitan,No,38,31,16,70,379,34,18,62.5,12,261
Assumption,2017-01-01,Louisiana,South,Adjacent to Metropolitan,No,17,35,21,64.4,496,42,19,45,18,350
Avoyelles,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,32,37,23,54.6,455,43,22,36.6,18,689
Beauregard,2017-01-01,Louisiana,South,Adjacent to Metropolitan,No,47,36,20,54.6,285,37,20,44.1,17,116
Bienville,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,14,38,25,55.1,737,52,22,44.4,16,373
Bossier,2017-01-01,Louisiana,South,In Metropolitan,No,43,35,17,63,414,39,18,66.8,15,343
Caddo,2017-01-01,Louisiana,South,In Metropolitan,No,115,34,21,60.1,1039,54,21,57.6,16,600
Calcasieu,2017-01-01,Louisiana,South,In Metropolitan,No,67,32,19,62.8,416,41,20,55.9,17,566
Caldwell,2017-01-01,Louisiana,South,Adjacent to Metropolitan,No,40,36,21,52.6,441,39,21,33.5,18,240
Cameron,2017-01-01,Louisiana,South,In Metropolitan,No,,32,15,71.4,104,19,17,61.8,16,154
Catahoula,2017-01-01,Louisiana,South,Far from Metropolitan,Yes,10,35,23,66.9,274,41,22,35.7,20,454
Claiborne,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,37,37,26,58.2,601,58,24,36.5,20,383
Concordia,2017-01-01,Louisiana,South,Far from Metropolitan,Yes,34,38,24,66.5,352,52,23,38.8,21,612
De Soto,2017-01-01,Louisiana,South,In Metropolitan,No,18,39,23,63.6,587,51,22,50.8,18,936
East Baton Rouge,2017-01-01,Louisiana,South,In Metropolitan,No,90,33,19,67.1,649,48,16,67.9,16,607
East Carroll,2017-01-01,Louisiana,South,Far from Metropolitan,Yes,40,42,38,46.6,691,64,31,32.5,18,561
East Feliciana,2017-01-01,Louisiana,South,In Metropolitan,Yes,30,42,21,56.2,461,47,20,35.5,15,211
Evangeline,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,56,42,24,58.1,459,42,23,41.8,17,132
Franklin,2017-01-01,Louisiana,South,Far from Metropolitan,Yes,34,38,24,48.3,510,53,21,34.9,20,174
Grant,2017-01-01,Louisiana,South,In Metropolitan,No,9,34,20,59.4,395,34,20,37.2,17,76
Iberia,2017-01-01,Louisiana,South,In Metropolitan,No,54,36,20,59.5,819,51,19,42.4,18,199
Iberville,2017-01-01,Louisiana,South,In Metropolitan,No,21,40,21,62.4,522,52,21,46.5,16,1092
Jackson,2017-01-01,Louisiana,South,Adjacent to Metropolitan,No,19,35,22,53.2,534,48,21,37.3,17,257
Jefferson,2017-01-01,Louisiana,South,In Metropolitan,No,88,35,20,63.4,596,45,19,58.6,18,445
Jefferson Davis,2017-01-01,Louisiana,South,Adjacent to Metropolitan,No,44,36,20,52.9,387,45,21,42.2,17,215
Lafayette,2017-01-01,Louisiana,South,In Metropolitan,No,101,31,18,66.1,572,39,17,64.4,16,588
Lafourche,2017-01-01,Louisiana,South,In Metropolitan,No,43,37,18,63.1,482,41,19,43,18,163
La Salle,2017-01-01,Louisiana,South,Adjacent to Metropolitan,No,47,33,20,58.8,352,31,20,38.4,16,311
Lincoln,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,67,37,25,63.3,783,44,22,65.4,21,353
Livingston,2017-01-01,Louisiana,South,In Metropolitan,No,21,34,18,62.8,257,33,20,52.5,15,387
Madison,2017-01-01,Louisiana,South,Far from Metropolitan,Yes,51,42,32,44.4,1233,65,27,35.1,20,647
Morehouse,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,37,39,26,58.7,987,51,23,36.7,18,582
Natchitoches,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,59,35,24,55.7,1045,47,22,57.2,18,564
Orleans,2017-01-01,Louisiana,South,In Metropolitan,Yes,85,32,23,62.1,1134,61,22,69,18,862
Ouachita,2017-01-01,Louisiana,South,In Metropolitan,Yes,79,36,22,62.5,1059,51,21,54.2,17,835
Plaquemines,2017-01-01,Louisiana,South,In Metropolitan,No,17,34,19,61.5,306,38,19,50,17,158
Pointe Coupee,2017-01-01,Louisiana,South,In Metropolitan,No,36,35,20,61,382,42,19,44.9,18,570
Rapides,2017-01-01,Louisiana,South,In Metropolitan,No,85,36,22,61.4,605,43,21,49.8,16,902
Red River,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,23,40,25,55.1,1136,48,22,40.5,18,564
Richland,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,68,37,23,64.7,954,44,22,37.7,19,401
Sabine,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,21,39,21,54.7,425,38,20,44.9,21,269
St. Bernard,2017-01-01,Louisiana,South,In Metropolitan,No,23,36,21,60.1,485,43,21,51.4,17,191
St. Charles,2017-01-01,Louisiana,South,In Metropolitan,No,30,36,16,62.9,439,42,17,57.7,14,431
St. Helena,2017-01-01,Louisiana,South,In Metropolitan,Yes,28,41,27,59.6,340,53,23,32.2,19,457
St. James,2017-01-01,Louisiana,South,In Metropolitan,No,37,37,20,67.8,566,45,18,48.8,14,567
St. John the Baptist,2017-01-01,Louisiana,South,In Metropolitan,No,25,36,21,61.8,750,47,20,48.7,17,140
St. Landry,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,72,40,24,60.5,610,51,22,37.2,17,733
St. Martin,2017-01-01,Louisiana,South,In Metropolitan,No,17,34,20,59.3,501,41,20,44.8,16,277
St. Mary,2017-01-01,Louisiana,South,Adjacent to Metropolitan,No,49,38,22,62.9,620,48,21,35.9,19,554
St. Tammany,2017-01-01,Louisiana,South,In Metropolitan,No,76,28,15,67.8,306,31,18,67.6,15,168
Tangipahoa,2017-01-01,Louisiana,South,In Metropolitan,Yes,38,39,21,58.2,522,43,22,54,18,884
Tensas,2017-01-01,Louisiana,South,Far from Metropolitan,Yes,,35,30,48.6,469,69,25,37.1,20,
Terrebonne,2017-01-01,Louisiana,South,In Metropolitan,No,38,40,20,61.3,743,42,20,43.7,19,376
Union,2017-01-01,Louisiana,South,In Metropolitan,No,18,34,22,54.8,510,44,20,40.8,19,279
Vermilion,2017-01-01,Louisiana,South,In Metropolitan,No,34,31,19,55.4,383,42,20,41.4,17,416
Vernon,2017-01-01,Louisiana,South,Far from Metropolitan,No,31,37,21,46.6,395,26,21,62.1,15,256
Washington,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,45,37,24,57.7,474,39,22,39.9,19,540
Webster,2017-01-01,Louisiana,South,In Metropolitan,No,64,36,23,58.6,669,49,21,43.2,18,381
West Baton Rouge,2017-01-01,Louisiana,South,In Metropolitan,No,20,40,19,61.5,448,42,19,55.5,14,333
West Carroll,2017-01-01,Louisiana,South,Far from Metropolitan,Yes,35,36,21,59.9,541,33,21,30.2,20,451
West Feliciana,2017-01-01,Louisiana,South,In Metropolitan,No,58,35,22,56.4,337,38,22,48.8,14,192
Winn,2017-01-01,Louisiana,South,Adjacent to Metropolitan,Yes,54,38,24,49.7,412,38,23,38,18,493
Androscoggin,2017-01-01,Maine,Northeast,In Metropolitan,No,82,33,14,69.1,484,38,18,62.7,12,143
Aroostook,2017-01-01,Maine,Northeast,Far from Metropolitan,No,85,34,17,75.3,160,32,20,61.3,15,85
Cumberland,2017-01-01,Maine,Northeast,In Metropolitan,No,158,23,10,68.7,290,31,13,74.5,10,131
Franklin,2017-01-01,Maine,Northeast,Adjacent to Metropolitan,No,119,30,13,69.7,213,33,18,61,14,117
Hancock,2017-01-01,Maine,Northeast,Adjacent to Metropolitan,No,154,24,11,69.6,164,29,15,62.5,15,66
Kennebec,2017-01-01,Maine,Northeast,Adjacent to Metropolitan,No,128,31,13,68.5,296,36,15,62.7,11,168
Knox,2017-01-01,Maine,Northeast,Far from Metropolitan,No,98,23,11,64.9,129,35,14,56.7,14,57
Lincoln,2017-01-01,Maine,Northeast,Adjacent to Metropolitan,No,126,25,11,65.3,188,32,14,62.5,15,137
Oxford,2017-01-01,Maine,Northeast,Adjacent to Metropolitan,No,63,31,15,70.6,218,36,19,49.6,14,113
Penobscot,2017-01-01,Maine,Northeast,In Metropolitan,No,131,30,14,69.3,350,33,18,66,14,86
Piscataquis,2017-01-01,Maine,Northeast,Adjacent to Metropolitan,No,94,33,15,67.9,210,44,19,52.1,14,180
Sagadahoc,2017-01-01,Maine,Northeast,In Metropolitan,No,68,25,12,58.5,220,32,16,64,11,48
Somerset,2017-01-01,Maine,Northeast,Adjacent to Metropolitan,No,57,35,16,68.8,228,41,18,55.1,14,121
Waldo,2017-01-01,Maine,Northeast,Adjacent to Metropolitan,No,72,28,13,67.6,257,33,18,62.6,14,65
Washington,2017-01-01,Maine,Northeast,Far from Metropolitan,No,57,29,16,66.9,155,37,20,52.7,18,143
York,2017-01-01,Maine,Northeast,In Metropolitan,No,79,28,12,70.6,200,28,16,68,11,156
Allegany,2017-01-01,Maryland,South,In Metropolitan,No,62,32,15,70.1,354,34,17,52.1,8,323
Anne Arundel,2017-01-01,Maryland,South,In Metropolitan,No,72,29,12,61.2,314,26,14,72.7,7,460
Baltimore,2017-01-01,Maryland,South,In Metropolitan,No,103,29,13,66.6,419,35,13,70.4,8,504
Calvert,2017-01-01,Maryland,South,In Metropolitan,No,55,30,11,64.6,286,26,14,67.5,6,130
Caroline,2017-01-01,Maryland,South,Adjacent to Metropolitan,No,37,35,14,63,324,39,17,44.9,11,317
Carroll,2017-01-01,Maryland,South,In Metropolitan,No,51,28,10,63.8,165,23,13,70.6,5,202
Cecil,2017-01-01,Maryland,South,In Metropolitan,No,44,34,13,59.1,254,30,16,55.3,7,484
Charles,2017-01-01,Maryland,South,In Metropolitan,No,41,36,12,62.6,499,33,14,66.9,6,374
Dorchester,2017-01-01,Maryland,South,Adjacent to Metropolitan,No,40,36,16,69.3,759,45,18,55.1,10,466
Frederick,2017-01-01,Maryland,South,In Metropolitan,No,66,29,10,58.7,268,26,13,75,7,254
Garrett,2017-01-01,Maryland,South,Adjacent to Metropolitan,No,54,31,16,62,191,24,15,52.4,9,298
Harford,2017-01-01,Maryland,South,In Metropolitan,No,61,28,12,64.4,190,28,14,72,6,263
Howard,2017-01-01,Maryland,South,In Metropolitan,No,197,22,10,67.3,235,20,10,84.9,5,200
Kent,2017-01-01,Maryland,South,Adjacent to Metropolitan,No,86,28,14,67.6,296,34,14,59.8,10,314
Montgomery,2017-01-01,Maryland,South,In Metropolitan,No,138,20,10,62.3,269,25,9,77.2,10,177
Prince George's,2017-01-01,Maryland,South,In Metropolitan,No,52,33,15,61.1,689,44,13,60.7,14,509
Queen Anne's,2017-01-01,Maryland,South,In Metropolitan,No,35,29,10,63.4,183,24,14,66.6,7,218
St. Mary's,2017-01-01,Maryland,South,In Metropolitan,No,39,32,13,65,262,24,14,68.7,6,231
Somerset,2017-01-01,Maryland,South,In Metropolitan,No,31,42,20,66.6,571,52,20,37.9,11,277
Talbot,2017-01-01,Maryland,South,Adjacent to Metropolitan,No,88,29,12,74.8,330,39,13,59,10,229
Washington,2017-01-01,Maryland,South,In Metropolitan,No,60,34,14,61.8,304,35,16,55.7,8,280
Wicomico,2017-01-01,Maryland,South,In Metropolitan,No,74,36,16,67.8,570,40,15,63,11,498
Worcester,2017-01-01,Maryland,South,In Metropolitan,No,81,29,12,75.2,415,35,15,63.6,10,383
Baltimore City,2017-01-01,Maryland,South,In Metropolitan,Yes,93,34,20,62.7,1181,65,24,61.5,10,1389
Barnstable,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,100,20,10,77.4,98,31,12,68,4,428
Berkshire,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,109,24,13,71.3,77,37,14,62.2,4,317
Bristol,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,54,28,16,76.4,245,34,17,60.8,4,518
Dukes,2017-01-01,Massachusetts,Northeast,Far from Metropolitan,No,86,22,12,65,75,38,15,72.5,5,210
Essex,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,79,26,14,74.6,344,34,15,68.1,4,382
Franklin,2017-01-01,Massachusetts,Northeast,Adjacent to Metropolitan,No,78,21,13,72.3,184,31,15,70.1,4,372
Hampden,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,70,28,19,71.1,508,48,18,59.2,4,605
Hampshire,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,141,19,12,75.6,169,31,15,78.1,4,249
Middlesex,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,128,23,11,75.8,239,21,12,79.2,3,207
Nantucket,2017-01-01,Massachusetts,Northeast,Far from Metropolitan,No,55,20,13,70.3,144,38,15,71.8,5,322
Norfolk,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,128,21,11,76.7,290,18,12,82,3,193
Plymouth,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,63,28,13,74.8,234,28,16,68.3,3,404
Suffolk,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,151,21,16,74.1,499,51,14,71.7,5,815
Worcester,2017-01-01,Massachusetts,Northeast,In Metropolitan,No,103,27,14,72,211,31,17,67.9,4,435
